,id,name,category,original_coord,snapped_coord,osm_coord,old_dist,new_dist,delta_dist,improved_by_snap,crossed
0,08f283411005b0e803b52481295b1f84,Westside Farmers Market,farmers_market,POINT (-122.0563551000000047 36.9601359999999985),POINT (-122.0564155999999940 36.9596015999999992),POINT (-122.05635511942684 36.960136037407366),0.0056422690941633795,74.75818994419262,74.75319455317675,False,['service' 'footway' 'tertiary' 'footway']
1,08f283411005d414034be9904126d5d9,Santa Cruz Bicycles,bicycle_shop,POINT (-122.0564645999999982 36.9596166999999980),POINT (-122.0564614095366380 36.9595968894510065),POINT (-122.05640700000001 36.959288300000004),46.1974810998635,43.415040742276226,2.782628093706617,True,[]
2,08f283411005e828030f4d80fae64c81,University Business Park,park,POINT (-122.0558122000000054 36.9597443999999982),POINT (-122.0557796220656286 36.9595442630181523),POINT (-122.05579327903622 36.959202549909314),75.51607845774335,47.6292455796693,28.116585753708797,True,['footway']
3,08f283411006310403655b2070655713,Alexis Party Rental,party_supply,POINT (-122.0571451999999937 36.9576463000000004),POINT (-122.0571451999999937 36.9576463000000004),POINT (-122.05704786617889 36.95777898961757),21.426472659365277,21.426472659365277,0.0,False,[]
4,08f28341100864a203a56cd5a9f2b8ec,El Salchichero,butcher_shop,POINT (-122.0489065000000011 36.9587933000000035),POINT (-122.0489079110606525 36.9587987955629060),POINT (-122.0489132 36.958804),1.6668142806303885,0.933981753080813,0.781543834979659,True,[]
5,08f283411009013003cb161d1ca550a9,The Apero Club,wine_bar,POINT (-122.0482027999999985 36.9592079000000027),POINT (-122.0482027999999843 36.9592078999999956),POINT (-122.04817630000001 36.9591842),4.427589327106998,4.4275893264125,9.313225746154785e-10,True,[]
6,08f2834110095036033a57f29441b332,Santa Cruz Yoga,yoga_studio,POINT (-122.0485381000000018 36.9589584000000002),POINT (-122.0485234693725261 36.9589607843951740),POINT (-122.04874640000001 36.959034200000005),25.47914492403201,26.84148302431012,1.6622030727551325,False,[]
7,08f2834110095558033256b76819868c,The Swift Stitch,arts_and_crafts,POINT (-122.0485852999999992 36.9589347000000004),POINT (-122.0485195467362161 36.9589454160000486),POINT (-122.0486094 36.959088300000005),21.56585048390774,22.277249516277298,7.470306874352496,False,[]
8,08f2834110095b2303c827c9fd0d32ec,Swift Street Courtyard,restaurant,POINT (-122.0489450000000033 36.9588977000000014),POINT (-122.0489449999999891 36.9588976999999943),POINT (-122.048908683325 36.95917072042028),38.24929201085826,38.249292010661385,1.862645149230957e-09,True,[]
9,08f2834110095c94037ec03f323d9871,Kelly's French Bakery,bakery,POINT (-122.0483792999999935 36.9592135999999982),POINT (-122.0483792999999935 36.9592135999999911),POINT (-122.0484174 36.958916),41.6756676499525,41.6756676499525,0.0,False,[]
10,08f283411009638103b9a55574f70f87,west end tap & kitchen,american_restaurant,POINT (-122.0478164000000021 36.9591988000000029),POINT (-122.0478164000000021 36.9591988000000029),POINT (-122.04773250000001 36.959223900000005),9.972827821480088,9.972827821480088,0.0,False,[]
11,08f283411009685303c61007cfb69549,Sones Cellars,winery,POINT (-122.0478875999999957 36.9589612999999986),POINT (-122.0478803087024744 36.9589624617863635),POINT (-122.0478169 36.9589392),8.451059289375856,7.766978496097369,0.8276432430746489,True,[]
12,08f28341100984c303919b808080c8cf,7-Eleven,convenience_store,POINT (-122.0491964999999936 36.9603090000000023),POINT (-122.0491709320149454 36.9603132001121679),POINT (-122.04909500000001 36.960202100000004),18.69380386839964,17.63552615676381,2.9057399415043488,True,[]
13,08f283411009a84603d889ae809cb8ca,Super Suds Laundromat,laundromat,POINT (-122.0489203000000060 36.9602568999999974),POINT (-122.0489203000000202 36.9602568999999974),POINT (-122.0489606 36.9602772),5.30318891829498,5.30318891829498,0.0,False,[]
